month,name_default,sku_type,sales_count,sales_amount,refund_count,refund_amount,sales_currencies,cancellation_count
2025-04-01,Division Event Logger,3,17,1201,0,0,"[{""presentment_currency"":""usd"",""sales_amount"":99},{""presentment_currency"":""aud"",""sales_amount"":1760}]",0
